Name,Win Rate,Loss Rate,Draw Rate
KoalaDPSKoalaDPSSprintKoalaDPSSprintKoalaTank,0,0,1
KoalaDPS,0,1,2
KoalaDPSSprint,2,1,3
KoalaTank,1,0,5
KoalaDPSSprintKoalaDPSSprint,1,0,0
KoalaDPSSprintKoalaHealer,0,1,0
KoalaHealer,1,1,1
KoalaHealerKoalaTank,1,0,0
KoalaDPSKoalaHealerAOE,0,1,0
KoalaHealerAOE,0,1,5
KoalaDPSSprintKoalaHealerKoalaTankKoalaTank,0,0,1
KoalaHealerAOEKoalaHealerAOEKoalaTankKoalaTank,0,0,1
KoalaDPSKoalaHealerAOEKoalaHealerAOEKoalaHealerAOE,0,0,1

